State,FY,COLI (Cost of Living) Adjustment,EMI (Enrollment Mix) Adjustment,HECA (Inflation) Adjustment,CPI (Inflation) Adjustment,Total State Support,Total State and Local Support,Total Federal Stimulus,Total State and Local Support Excluding Federal Stimulus,Adjustments to State Support,Research - Agriculture - Medical (RAM),Total Independent Support,Total Financial Aid,Education Appropriations,Public Federal Stimulus,Education Appropriations Excluding Federal Stimulus,General Public Operations,State Public Financial Aid as a Percent of Education Appropriations,Net Tuition and Fee Revenue,Student Share,Total Education Revenue,Total Education Revenue Excluding Federal Stimulus,Net FTE Enrollment,State Tax Appropriations,Non-Tax Support,Local Appropriations,Federal Stimulus Used for Financial Aid,Agency Funding,Independent Operating,Non-Credit,State Public Financial Aid,Independent Financial Aid,Out-of-State Financial Aid,Agriculture and Extension Appropriations,Hospital Appropriations,Medical School Appropriations,Research Appropriations,Gross Tuition and Fee Revenue,Medical Tuition and Fee Revenue,Institutional Discounts and Waivers,Tuition and Fees Used for Debt Service,Gross FTE Enrollment,Medical FTE Enrollment
D.C.,2024,1.497852,0.966775,1.0,1.0,104546251,104546251,98300.0,104447951,3059866.0,4477918,0.0,3059866.0,100068333,98300.0,99970033,96910167.0,0.0305777652956405,16780942,0.143611862375697,116849275,116750975,3211,101388085.0,0.0,0,0.0,0.0,0.0,0.0,3059866.0,0.0,0.0,4477918.0,0.0,0.0,0.0,23827674.0,0.0,3986866.0,0.0,3211.0,0.0
Alabama,2023,0.876645,1.020407,0.965321,0.968806,3051174272,3053449272,0.0,3053449272,0.0,403721904,69303213.0,65963916.0,2563238319,0.0,2563238319,2511544887.0,0.020167235959615,2666983753,0.526026083532854,5070059901,5070059901,197404,3051174272.0,0.0,2275000,0.0,18599544.0,58403909.0,13814656.0,51693432.0,10899304.0,0.0,88459305.0,0.0,300621409.0,14641190.0,2983970512.0,265293327.0,0.0,160162171.0,208913.0,11509.0
Alaska,2023,1.240699,0.97226,0.965321,0.968806,321433431,322320431,0.0,322320431,-8450983.0,22064699,1775336.0,18536522.0,293493096,0.0,293493096,281719210.0,0.0401163985131698,74825126,0.203153473085565,368318222,368318222,12075,329884414.0,0.0,887000,0.0,0.0,0.0,0.0,11773886.0,1775336.0,4987300.0,3628883.0,2200000.0,814457.0,15421359.0,103239850.0,0.0,16640838.0,0.0,12075.0,0.0
Arizona,2023,0.964115,1.016214,0.965321,0.968806,1383390800,2386401500,0.0,2386401500,185492900.0,267626400,183100.0,60390000.0,2114514000,0.0,2114514000,2058385100.0,0.0265445866047706,2907109100,0.594922832174986,4886531400,4886531400,304993,1192286300.0,5611600.0,1003010700,0.0,2496500.0,0.0,0.0,56128900.0,183100.0,4078000.0,43355600.0,0.0,76897700.0,147373100.0,4246301700.0,34806800.0,1248256900.0,135091700.0,305911.0,918.0
Arkansas,2023,0.851381,1.004731,0.965321,0.968806,1080876566,1119683135,0.0,1119683135,2876967.0,225509932,12859860.0,115535537.0,874492166,0.0,874492166,778637666.0,0.109611616577935,712793385,0.477022790180083,1494254362,1494254362,103606,957496789.0,120502810.0,38806569,0.0,3645808.0,0.0,0.0,95854500.0,12859860.0,6139142.0,68900495.0,0.0,103278470.0,53330967.0,1022342812.0,50411498.0,163283429.0,93031189.0,106833.0,3227.0
California,2023,1.268947,0.974561,0.965321,0.968806,19358487825,23242747825,0.0,23242747825,0.0,1433282000,210505201.0,2235860000.0,21598960624,0.0,21598960624,19573605825.0,0.0937709380677095,5453617348,0.201593258640438,27052577972,27052577972,1434158,18752192825.0,606295000.0,3884260000,0.0,27568000.0,0.0,0.0,2025354799.0,210505201.0,0.0,117698000.0,313287000.0,355923000.0,646374000.0,9689128147.0,103451000.0,2106705000.0,0.0,1451327.0,17169.0
Colorado,2023,1.046565,1.024068,0.965321,0.968806,1314736643,1440062471,0.0,1440062471,0.0,177536354,10907864.0,262587641.0,1251543266,0.0,1251543266,999938476.0,0.201035630836913,2282026386,0.645813330638148,3533569652,3533569652,175969,1282011290.0,32725353.0,125325828,0.0,6841328.0,0.0,0.0,251604790.0,10907864.0,73329.0,41505005.0,0.0,136031349.0,0.0,2666307641.0,132676465.0,0.0,0.0,182416.0,6447.0
Connecticut,2023,1.187963,1.001642,0.965321,0.968806,1994438006,1994438006,333500000.0,1660938006,141095873.0,364520410,0.0,35313224.0,1629917596,333500000.0,1296417596,1261104372.0,0.021665649899518,991183021,0.378155273617258,2621100617,2287600617,73309,1519842133.0,0.0,0,43000000.0,17312559.0,0.0,0.0,35313224.0,0.0,0.0,0.0,0.0,364520410.0,0.0,1026496245.0,0.0,0.0,0.0,73958.0,649.0
Delaware,2023,1.032251,1.04089,0.965321,0.968806,275699544,275699544,0.0,275699544,0.0,10087868,328956.0,19904176.0,265054220,0.0,265054220,245707500.0,0.0729915562181957,751967688,0.745570883666571,1008579740,1008579740,36134,275699544.0,0.0,0,0.0,381200.0,0.0,0.0,19346720.0,328956.0,228500.0,3152053.0,0.0,2844700.0,4091115.0,771314408.0,0.0,0.0,8442168.0,36134.0,0.0
Florida,2023,0.953944,1.019976,0.965321,0.968806,6146368404,6192271162,0.0,6192271162,71172087.0,505531007,218810425.0,1011850809.0,5465090235,0.0,5465090235,4612006666.0,0.156096886294138,1340731840,0.196997780022041,6805822075,6805822075,561008,4515938356.0,1559257961.0,45902758,0.0,9958054.0,60043185.0,2839495.0,853083569.0,158767240.0,0.0,182906803.0,0.0,322624204.0,0.0,2844462400.0,159929779.0,490717212.0,0.0,566781.0,5773.0
Georgia,2023,0.88005,1.009819,0.965321,0.968806,4960518580,4960518580,323948499.0,4636570081,61338502.0,530610220,94402037.0,870724598.0,4309680002,320349974.0,3989330028,3203866455.0,0.182255659964426,1640331589,0.275789435431206,5947768037,5627418063,348477,3715358207.0,859873372.0,0,9895425.0,182573203.0,9793812.0,21574996.0,785463573.0,84608225.0,652800.0,98833688.0,148437882.0,249074647.0,34264003.0,3178158229.0,53621346.0,698741721.0,2243554.0,355827.0,7350.0
Hawaii,2023,1.403817,1.019532,0.965321,0.968806,901687772,901687772,57531770.0,844156002,0.0,134645837,0.0,8247150.0,765594480,57531770.0,708062710,701263015.0,0.00888158833120113,222520873,0.226669755279534,981696357,924164587,31880,834860921.0,9295081.0,0,0.0,74421465.0,0.0,0.0,6799695.0,0.0,1447455.0,18692058.0,0.0,41964606.0,73989173.0,323114872.0,12456058.0,81338246.0,6418996.0,32363.0,483.0
Idaho,2023,0.939717,0.97697,0.965321,0.968806,651690824,691291065,59139805.0,632151260,22918100.0,64834700,5996100.0,24366319.0,620460265,59139805.0,561320460,542950241.0,0.0296074060439632,442291265,0.426356782278131,1037373588,978233783,54261,569632919.0,0.0,39600241,0.0,85437500.0,0.0,0.0,18370219.0,5996100.0,0.0,35395700.0,0.0,24833300.0,4605700.0,611719411.0,0.0,151057927.0,25377942.0,54311.0,50.0
Illinois,2023,0.939411,0.987444,0.965321,0.968806,5390687590,6355185569,26907149.0,6328278420,0.0,190369284,241457592.0,591867556.0,5866784441,26607149.0,5840177292,5489767328.0,0.059727772091158,2299821599,0.285315406077654,8060628869,8034021720,273214,5363780441.0,0.0,964497979,0.0,110767129.0,0.0,56274252.0,350409964.0,241457592.0,0.0,5676062.0,94357623.0,17227537.0,73108062.0,3734289662.0,146331467.0,937726632.0,105977171.0,278389.0,5175.0
Indiana,2023,0.900031,1.007056,0.965321,0.968806,1915994324,1915994324,3309108.0,1912685216,0.0,277597599,84967696.0,320261821.0,1552429029,3309108.0,1549119921,1313825796.0,0.151565141210716,2537037540,0.628747612410261,4035065088,4031755980,238175,1903832518.0,8852698.0,0,2872233.0,11270391.0,0.0,1000000.0,235294125.0,84967696.0,0.0,120730703.0,0.0,143101303.0,13765593.0,3408873526.0,59774068.0,576767793.0,54401481.0,243770.0,5595.0
Iowa,2023,0.920653,1.017111,0.965321,0.968806,885596303,926819296,4166000.0,922653296,0.0,121743231,52118505.0,90192548.0,751236587,4166000.0,747070587,710717517.0,0.0483909738011735,1218062595,0.618525923401313,1969299182,1965133182,115113,881430303.0,0.0,41222993,4166000.0,764642.0,0.0,0.0,36353070.0,52118505.0,0.0,47769901.0,0.0,56329085.0,17644245.0,1341266215.0,86850550.0,0.0,0.0,116744.0,1631.0
Kansas,2023,0.924198,1.001955,0.965321,0.968806,1008945356,1331941220,10000000.0,1321941220,0.0,214834079,16015714.0,64339979.0,1083691136,0.0,1083691136,1041310131.0,0.0391080111224606,807264693,0.429508599086891,1879507639,1879507639,118924,986438027.0,12507329.0,322995864,0.0,4971098.0,0.0,1457031.0,42381005.0,16015714.0,107089.0,48864377.0,65009916.0,60462741.0,40497045.0,1067096632.0,68540732.0,148910202.0,11448190.0,122736.0,3812.0
Kentucky,2023,0.87029,1.004377,0.965321,0.968806,1482800789,1517531789,34020889.0,1483510900,11779600.0,180565200,106222400.0,369418500.0,1205614664,33773564.0,1171841100,915119600.0,0.212938269304263,1148781009,0.494694287634715,2322203910,2288430346,135356,1066897400.0,370102900.0,34731000,5002200.0,14907900.0,0.0,18407600.0,256721500.0,106222400.0,6474600.0,82771000.0,10000000.0,59211200.0,28583000.0,1863343274.0,114749139.0,343091626.0,32191763.0,139104.0,3748.0
Louisiana,2023,0.91497,1.000753,0.965321,0.968806,1478999745,1478999745,6877384.0,1472122361,22230000.0,341844976,22148406.0,339753033.0,1110277756,6877384.0,1103400372,790524352.0,0.281799773353291,877857985,0.441548314280821,1988135741,1981258357,159036,1449892361.0,0.0,0,5658382.0,154476333.0,0.0,0.0,312876020.0,22148406.0,0.0,108821168.0,0.0,188287474.0,44736334.0,1580555949.0,115196177.0,274625767.0,0.0,164604.0,5568.0
Maine,2023,1.098886,1.026167,0.965321,0.968806,390424176,390424176,12863067.0,377561109,1289275.0,40521723,5355794.0,46049148.0,344451020,12863067.0,331587953,290990238.0,0.117862083845767,223074959,0.393065634445608,567525979,554662912,32293,368906283.0,7365551.0,0,0.0,0.0,0.0,0.0,40597715.0,5355794.0,95639.0,14366239.0,0.0,0.0,26155484.0,363205795.0,0.0,99533121.0,0.0,32293.0,0.0
Maryland,2023,1.189709,0.990881,0.965321,0.968806,2923309508,3404816279,0.0,3404816279,0.0,381989211,139756721.0,125096646.0,2882759906,0.0,2882759906,2779131965.0,0.0359474754676292,2051415417,0.415756490742759,4934175323,4934175323,215482,2912552292.0,10757216.0,481506771,0.0,29850104.0,118598457.0,0.0,103627941.0,21158264.0,310441.0,47323627.0,4699063.0,74319116.0,255647405.0,2313258212.0,66308273.0,91906581.0,0.0,217539.0,2057.0
Massachusetts,2023,1.243975,0.987311,0.965321,0.968806,2186641057,2186641057,0.0,2186641057,0.0,68837920,60627184.0,185929911.0,2055888444,0.0,2055888444,1925873226.0,0.0632404050810453,1252081297,0.378504458937855,3307969741,3307969741,131258,2186641057.0,0.0,0,0.0,13171392.0,6000000.0,0.0,130015218.0,54627184.0,1287509.0,0.0,0.0,68837920.0,0.0,2091099439.0,53403862.0,655599062.0,0.0,132559.0,1301.0
Michigan,2023,0.857267,1.008582,0.965321,0.968806,2492867331,3144447692,151200000.0,2993247692,-250000000.0,178429866,13725723.0,74256832.0,2952292103,151200000.0,2801092103,2740560994.0,0.0205030894261753,4622367421,0.610240949623441,7574659524,7423459524,325185,2591667331.0,0.0,651580361,70000000.0,0.0,0.0,0.0,60531109.0,13725723.0,0.0,68327100.0,0.0,49045912.0,61056854.0,6039062830.0,267453208.0,1088711092.0,0.0,331468.0,6283.0
Minnesota,2023,0.961356,0.989603,0.965321,0.968806,1762275777,1762275777,0.0,1762275777,4351777.0,205999016,74877734.0,214388777.0,1480048027,0.0,1480048027,1340386984.0,0.0943625074674688,1615322490,0.522596116238473,3090957701,3090957701,159023,1757924000.0,0.0,0,0.0,64082000.0,150000.0,1351000.0,139661043.0,74727734.0,0.0,59838625.0,0.0,127943817.0,18216574.0,1918132656.0,40576259.0,122572864.0,4412816.0,163409.0,4386.0
Mississippi,2023,0.83345,1.008723,0.965321,0.968806,1148448687,1214004956,6000000.0,1208004956,900000.0,308574799,3931691.0,49445495.0,900903266,6000000.0,894903266,849984662.0,0.0498595195457977,864306920,0.489633997613925,1765210186,1759210186,120495,1139932784.0,1615903.0,65556269,6000000.0,15371224.0,0.0,0.0,44918604.0,3931691.0,595200.0,89154391.0,12800000.0,177806038.0,28814370.0,1323672102.0,41743651.0,372702927.0,0.0,123127.0,2632.0
Missouri,2023,0.852005,0.985412,0.965321,0.968806,1232756172,1404761058,7199042.0,1397562016,-29493180.0,204982640,34027041.0,171564003.0,1164588326,6035991.0,1158552335,1021015373.0,0.118099210621831,1062373716,0.477050661827131,2226962042,2220926051,143401,1107240610.0,147809700.0,172004886,0.0,3227767.0,0.0,0.0,137536962.0,34027041.0,0.0,28895000.0,1937640.0,94700000.0,79450000.0,1804549171.0,108403046.0,496235447.0,0.0,146201.0,2800.0
Montana,2023,0.978571,1.059349,0.965321,0.968806,285811303,296099953,0.0,296099953,5863897.0,43473797,0.0,1552940.0,252626156,0.0,252626156,251073216.0,0.00614718612113941,275599991,0.521746211476351,528226147,528226147,33811,279947406.0,0.0,10288650,0.0,59098.0,0.0,0.0,1552940.0,0.0,0.0,24457585.0,0.0,10987153.0,8029059.0,351170381.0,0.0,74017450.0,0.0,33811.0,0.0
Nebraska,2023,0.949022,1.001357,0.965321,0.968806,907647928,1111175138,32650000.0,1078525138,0.0,218166709,7741642.0,33517410.0,885266787,32650000.0,852616787,826841019.0,0.0291163843244918,471995153,0.353283710868172,1336022971,1303372971,71228,838838846.0,36159082.0,203527210,32500000.0,1458503.0,0.0,0.0,25775768.0,7741642.0,0.0,81014541.0,0.0,121854752.0,15297416.0,710352202.0,37447097.0,175134184.0,21238969.0,73117.0,1889.0
Nevada,2023,1.053903,1.038213,0.965321,0.968806,806057507,806611811,46492349.0,760119462,0.0,96003989,0.0,118389028.0,710595208,46492349.0,664102859,545713831.0,0.166605440998133,228263807,0.243128950516601,938859015,892366666,73956,641176130.0,118389028.0,554304,0.0,23105577.0,0.0,12614.0,118389028.0,0.0,0.0,8679088.0,0.0,79214547.0,8110354.0,372181508.0,25528673.0,0.0,0.0,75330.0,1374.0
New Hampshire,2023,1.14418,1.039625,0.965321,0.968806,157839785,157839785,3428232.0,154411553,0.0,14059587,1639000.0,9472830.0,142141198,3428232.0,138712966,130879136.0,0.0551130151583498,353352626,0.713132250867369,495493824,492065592,30009,150732258.0,3679295.0,0,0.0,438723.0,0.0,0.0,7833830.0,1639000.0,0.0,12909726.0,0.0,0.0,1149861.0,550633954.0,0.0,189447498.0,0.0,30009.0,0.0
New Jersey,2023,1.140457,0.989993,0.965321,0.968806,2853751000,3090507000,0.0,3090507000,0.0,306317000,139047000.0,547056000.0,2645143000,0.0,2645143000,2227634000.0,0.157839859697566,2106093948,0.443272766871066,4751236948,4751236948,242280,2721014000.0,132737000.0,236756000,0.0,3505000.0,9500000.0,0.0,417509000.0,129547000.0,0.0,24026000.0,50745000.0,228009000.0,3537000.0,3455991556.0,0.0,932388608.0,0.0,245657.0,3377.0
New Mexico,2023,0.946305,0.988873,0.965321,0.968806,1493456440,1669778041,78360000.0,1591418041,17009500.0,164508368,87766.0,237891840.0,1494204277,78360000.0,1415844277,1181439833.0,0.156875768332445,231107117,0.133950959695569,1725311394,1646951394,73111,1025354400.0,372732540.0,176321601,63000000.0,5137100.0,0.0,7578000.0,234404444.0,87766.0,1944175.0,31932486.0,0.0,90769440.0,41806442.0,632359781.0,32444058.0,134404162.0,0.0,73523.0,412.0
New York,2023,1.057517,0.989115,0.965321,0.968806,6163238858,7342384848,0.0,7342384848,0.0,315122163,246990000.0,786985187.0,6780272685,0.0,6780272685,6204207498.0,0.0849619497272476,3113196828,0.314671897852342,9893469513,9893469513,446341,6163238858.0,0.0,1179145990,0.0,63877889.0,36070000.0,0.0,576065187.0,210920000.0,0.0,34320000.0,22220238.0,197825882.0,60756043.0,4536726975.0,191608638.0,655856322.0,0.0,452797.0,6456.0
North Carolina,2023,0.896213,0.98433,0.965321,0.968806,5035561394,5351383123,39748299.0,5311634824,-10821043.0,589700638,91956750.0,287326711.0,4499636958,39748299.0,4459888659,4264518698.0,0.0434190497641477,1840436469,0.290286301916042,6340073427,6300325128,393774,4990206339.0,16427799.0,315821729,6618587.0,73201609.0,0.0,170088777.0,195369961.0,91956750.0,0.0,103320074.0,0.0,425631202.0,60749362.0,2268336691.0,78283130.0,154247131.0,0.0,396524.0,2750.0
North Dakota,2023,1.015662,1.020071,0.965321,0.968806,391393275,391393275,0.0,391393275,0.0,91859499,6380343.0,22346850.0,293153433,0.0,293153433,274790687.0,0.062638686547464,343467045,0.539516174658774,636620478,636620478,32160,391393275.0,0.0,0,0.0,26470880.0,2396239.0,0.0,18362746.0,3984104.0,0.0,54784144.0,0.0,34061480.0,3013875.0,457870686.0,18386408.0,77654487.0,0.0,33421.0,1261.0
Ohio,2023,0.870595,1.009494,0.965321,0.968806,2466603626,2686436443,10246567.0,2676189876,0.0,244050983,60357720.0,177517984.0,2352862641,10246567.0,2342616074,2225727445.0,0.0496793255004128,3192049855,0.575671817599049,5544912496,5534665929,349053,2456357059.0,0.0,219832817,0.0,22013918.0,0.0,28893464.0,116888629.0,60357720.0,271635.0,29846187.0,0.0,167975967.0,46228829.0,4966210577.0,289268420.0,1368003673.0,0.0,355822.0,6769.0
Oklahoma,2023,0.877256,1.011231,0.965321,0.968806,993743064,1051743064,0.0,1051743064,120337253.0,139493620,11331118.0,115915120.0,900890008,0.0,900890008,796334324.0,0.116058212513774,1032026296,0.533921874353438,1932916304,1932916304,119478,840014098.0,33391713.0,58000000,0.0,9205807.0,0.0,0.0,104555684.0,11331118.0,28318.0,42637335.0,0.0,95005862.0,1850423.0,1512840675.0,117976114.0,258282581.0,0.0,126579.0,7101.0
Oregon,2023,1.115894,1.008344,0.965321,0.968806,1154822540,1375461916,0.0,1375461916,0.0,140759569,9451463.0,131864791.0,1175232812,0.0,1175232812,1052819484.0,0.104160917522102,1358401727,0.536147461715669,2533634539,2533634539,123725,1146565236.0,8257304.0,220639376,0.0,18850000.0,0.0,50018072.0,122413328.0,9451463.0,0.0,82977133.0,10688957.0,34292691.0,12800788.0,1713434659.0,21066507.0,211553097.0,0.0,124645.0,920.0
Pennsylvania,2023,0.959724,1.027127,0.965321,0.968806,2241591832,2393346952,194853000.0,2198493952,0.0,89527000,240198292.0,414459001.0,2061553350,194853000.0,1866700350,1660954951.0,0.0998011518838453,3286334230,0.614510716771649,5347887580,5153034580,289324,2046738832.0,0.0,151755120,35000000.0,4492832.0,33553000.0,0.0,205745399.0,206645292.0,2068310.0,57710000.0,22111000.0,9706000.0,0.0,4304190424.0,,812110795.0,,291411.0,2087.0
Rhode Island,2023,1.203631,0.965323,0.965321,0.968806,230904102,230904102,1787018.0,229117084,0.0,0,1500000.0,16164613.0,229404102,1787018.0,227617084,212952471.0,0.0639248072381897,332204425,0.591523114462968,561608527,559821509,28491,229117084.0,0.0,0,0.0,1992995.0,0.0,0.0,14664613.0,1500000.0,0.0,0.0,0.0,0.0,0.0,503140511.0,0.0,156271473.0,0.0,28491.0,0.0
South Carolina,2023,0.930178,1.015291,0.965321,0.968806,1499871871,1590891995,0.0,1590891995,0.0,220327798,123840948.0,481298691.0,1240847506,0.0,1240847506,879265506.0,0.291399223717342,1789095917,0.612138405321844,2922698366,2922698366,170214,1053573804.0,446298067.0,91020124,0.0,30159242.0,10000000.0,0.0,361582000.0,113840948.0,5390628.0,68010302.0,0.0,140025833.0,12291663.0,2870291268.0,67849418.0,651763933.0,107245057.0,173961.0,3747.0
South Dakota,2023,0.938154,0.969914,0.965321,0.968806,319955552,319955552,0.0,319955552,1588362.0,49285087,1447906.0,7699196.0,269001789,0.0,269001789,262971269.0,0.0224181408696877,271820386,0.523953906077377,518786830,518786830,30736,314249231.0,4117959.0,0,0.0,50291279.0,0.0,0.0,6030520.0,1447906.0,220770.0,24075731.0,0.0,18481187.0,6728169.0,287441054.0,9590148.0,0.0,22035345.0,31239.0,503.0
Tennessee,2023,0.868302,0.996218,0.965321,0.968806,2803826948,2803826948,0.0,2803826948,295691548.0,404594200,55126554.0,577792300.0,2344106194,0.0,2344106194,1815502473.0,0.225503316510583,1091478307,0.321781119585162,3391989898,3391989898,175744,2044817400.0,463318000.0,0,0.0,129690900.0,5937975.0,0.0,528603721.0,49188579.0,0.0,91755300.0,201996000.0,73668100.0,37174800.0,1994221821.0,124862065.0,249277728.0,43594603.0,179740.0,3996.0
Texas,2023,0.909418,0.999183,0.965321,0.968806,9882976019,12954753135,181087802.0,12773665333,2686210880.0,2338976173,89305146.0,639058597.0,10526471816,181087802.0,10345384014,9795630563.0,0.0522258037269797,7397908862,0.412728840951254,17924380678,17743292876,1006957,6945605958.0,70071379.0,3071777116,6675674.0,38652993.0,0.0,0.0,549753451.0,89305146.0,0.0,156110374.0,801895243.0,807049465.0,573921091.0,9493711042.0,405270117.0,1140778612.0,0.0,1016020.0,9063.0
Utah,2023,0.975545,1.019268,0.965321,0.968806,1533006700,1533006700,18300000.0,1514706700,0.0,122453800,2560855.0,41213942.0,1402419545,18300000.0,1384119545,1345466458.0,0.0275617144226266,913823625,0.394528362494858,2316243170,2297943170,129100,1507004300.0,7702400.0,0,10000000.0,14487924.0,0.0,5572500.0,38653087.0,2560855.0,0.0,35272800.0,15786200.0,68877600.0,2517200.0,1174849061.0,49466614.0,172905735.0,0.0,131056.0,1956.0
Vermont,2023,1.140446,0.973758,0.965321,0.968806,154381514,154381514,25963955.0,128417559,102282.0,20315038,6565412.0,24480870.0,121037381,25963955.0,95073426,83321651.0,0.0970921123945998,358115827,0.770537082610968,464761314,438797359,19965,128315277.0,0.0,0,9962133.0,0.0,0.0,300000.0,11751775.0,6565412.0,5518483.0,10013925.0,0.0,9920751.0,380362.0,606237157.0,27767001.0,208602554.0,14391894.0,20444.0,479.0
Virginia,2023,0.964973,1.023269,0.965321,0.968806,3033117888,3050284911,0.0,3050284911,0.0,305412076,126857214.0,482235947.0,2601801819,0.0,2601801819,2215994192.0,0.148284786405555,2608046618,0.503176512460203,5183164463,5183164463,289778,3033117888.0,0.0,17167023,0.0,12675507.0,36043894.0,10598802.0,385807627.0,90813320.0,170000.0,89937408.0,0.0,78429662.0,137045006.0,3834160913.0,119659186.0,720647482.0,26683974.0,292848.0,3070.0
Washington,2023,1.08211,0.990187,0.965321,0.968806,2614648320,2614648320,0.0,2614648320,0.0,122893465,69748753.0,455739855.0,2422006102,0.0,2422006102,2036015000.0,0.159368344151265,1442468271,0.373263769344189,3864474373,3864474373,201544,2614648320.0,0.0,0,0.0,33500000.0,0.0,0.0,385991102.0,69748753.0,0.0,15000000.0,7029470.0,63755995.0,37108000.0,1953079895.0,63291311.0,61329211.0,0.0,204956.0,3412.0
West Virginia,2023,0.897032,1.024591,0.965321,0.968806,555216054,555216054,16141603.0,539074451,0.0,133419288,7421992.0,88300630.0,406257139,16141603.0,390115536,309331509.0,0.198849495171579,451953298,0.568065085055213,795601261,779459658,57662,500992084.0,38082367.0,0,0.0,9862438.0,0.0,8023024.0,80784027.0,7421992.0,94611.0,25953460.0,8875655.0,96659926.0,1930247.0,839115051.0,147863028.0,158514698.0,62609176.0,59452.0,1790.0
Wisconsin,2023,0.942542,1.001632,0.965321,0.968806,1761822564,2023649159,3777916.0,2019871243,0.0,199963017,36019725.0,141700404.0,1787627212,3777916.0,1783849296,1670669822.0,0.0633126824430999,1461326607,0.44978374221699,3248953819,3245175903,195141,1758044648.0,0.0,261826595,0.0,115072970.0,7538000.0,0.0,113179474.0,28481725.0,39205.0,37643365.0,22836814.0,26834699.0,112648139.0,1791529398.0,43632795.0,173390522.0,,196259.0,1118.0
Wyoming,2023,0.990072,0.956238,0.965321,0.968806,362375229,407685293,12164257.0,395521036,17776490.0,40354149,0.0,26855644.0,366320550,12164257.0,354156293,327300649.0,0.0733118685260764,85159684,0.188935458753314,450734259,438570002,20867,332434482.0,0.0,45310064,0.0,3417882.0,0.0,1010594.0,26855644.0,0.0,0.0,10934527.0,15123325.0,0.0,14296297.0,170996507.0,0.0,58981179.0,745975.0,20927.0,60.0
U.S.,2023,1.0,1.0,0.965321,0.968806,115443870795,129577778733,1701663711.0,127876115022,3371260087.0,13267297888,2815879892.0,13238680522.0,113013882642,1686354810.0,111327527832,100577293264.0,0.0951231328106307,76101875934,0.404414278467456,188178014442,186491659632,10104678,104867010590.0,5503936407.0,14133907938,310350634.0,1543716207.0,394028471.0,398814877.0,10750234568.0,2421851421.0,42223139.0,2578387274.0,1832037026.0,5975737589.0,2881135999.0,109666035437.0,3853237433.0,18960687502.0,937744134.0,10266831.0,162153.0
D.C.,2023,1.497852,0.966775,0.965321,0.968806,136580302,136580302,2629140.0,133951162,31619419.0,28107051,0.0,3512368.0,108473251,2629140.0,105844111,102331743.0,0.0323800380980561,17277503,0.137394826276747,125750754,123121614,2894,102331743.0,0.0,0,,0.0,0.0,0.0,3512368.0,0.0,0.0,5036568.0,0.0,0.0,23070483.0,22577724.0,0.0,1787853.0,0.0,2894.0,0.0
Alabama,2022,0.876645,1.020407,0.926445,0.92376,1988189302,1989124302,0.0,1989124302,0.0,390579673,28283402.0,64579453.0,1553418153,0.0,1553418153,1501605320.0,0.0333540797755825,2597825745,0.652383062549666,3982055780,3982055780,191445,1988189302.0,0.0,935000,0.0,17483576.0,18887962.0,13471894.0,51812833.0,9395440.0,0.0,83402005.0,0.0,295226603.0,11951065.0,2917601441.0,267962863.0,0.0,169188118.0,203187.0,11742.0
